Taxa	Domain	Phylum	Class	Order	Family	Genus	LR	Flag	No	BodySite	Year
D_0_Bacteria.D_1_Actinobacteria.D_2_Actinobacteria.D_3_Streptosporangiales.D_4_Nocardiopsaceae.D_5_Nocardiopsis	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Nocardiopsaceae	Nocardiopsis	-1.33492327979601	FALSE	18	Right_Arm	2016
D_0_Bacteria.D_1_Actinobacteria.D_2_Actinobacteria.D_3_Micromonosporales.D_4_Micromonosporaceae.D_5_Stackebrandtia	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Stackebrandtia	-0.883309666507843	FALSE	19	Right_Arm	2016
D_0_Bacteria.D_1_Actinobacteria.D_2_Actinobacteria.D_3_Glycomycetales.D_4_Glycomycetaceae.D_5_Glycomyces	Bacteria	Actinobacteria	Actinobacteria	Glycomycetales	Glycomycetaceae	Glycomyces	-0.962956388809096	FALSE	20	Right_Arm	2016
D_0_Bacteria.D_1_Spirochaetes.D_2_Spirochaetia.D_3_Spirochaetales.D_4_Spirochaetaceae.D_5_Termite.Treponema.cluster	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Termite.Treponema.cluster	-1.03464912617559	FALSE	21	Right_Arm	2016
D_0_Bacteria.D_1_Firmicutes.D_2_Clostridia.D_3_Clostridiales.D_4_Clostridiaceae.1.D_5_Clostridium.sensu.stricto.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae.1	Clostridium.sensu.stricto.1	2.51608858384034	TRUE	22	Right_Arm	2016
D_0_Bacteria.D_1_Proteobacteria.D_2_Gammaproteobacteria.D_3_Xanthomonadales.D_4_Xanthomonadaceae.D_5_Lysobacter	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	1.94459824841949	TRUE	23	Right_Arm	2016
D_0_Bacteria.D_1_Actinobacteria.D_2_Actinobacteria.D_3_Micrococcales.D_4_Dermatophilaceae.D_5_Mobilicoccus	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Dermatophilaceae	Mobilicoccus	2.2138356040707	TRUE	24	Right_Arm	2016
D_0_Bacteria.D_1_Actinobacteria.D_2_Actinobacteria.D_3_Micrococcales.D_4_Intrasporangiaceae.D_5_Terrabacter	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Terrabacter	1.9993325450161	TRUE	25	Right_Arm	2016
D_0_Archaea.D_1_Euryarchaeota.D_2_Halobacteria.D_3_Halobacteriales.D_4_Halococcaceae.D_5_Halococcus	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halococcaceae	Halococcus	3.77345460904286	TRUE	26	Right_Arm	2016
D_0_Bacteria.D_1_Proteobacteria.D_2_Gammaproteobacteria.D_3_.D_4_.D_5_	Bacteria	Proteobacteria	Gammaproteobacteria				1.80629834119691	TRUE	27	Right_Arm	2016
D_0_Bacteria.D_1_Cyanobacteria.D_2_Oxyphotobacteria.D_3_Nostocales.D_4_Chroococcidiopsaceae.D_5_Chroococcidiopsis.PCC.7203	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Chroococcidiopsaceae	Chroococcidiopsis.PCC.7203	2.24457866714174	TRUE	28	Right_Arm	2016
D_0_Bacteria.D_1_Gemmatimonadetes.D_2_Gemmatimonadetes.D_3_Gemmatimonadales.D_4_Gemmatimonadaceae.D_5_Gemmatirosa	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatirosa	1.54164533260568	TRUE	29	Right_Arm	2016
D_0_Bacteria.D_1_Actinobacteria.D_2_Rubrobacteria.D_3_Rubrobacterales.D_4_Rubrobacteriaceae.D_5_Rubrobacter	Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	1.61567641657294	TRUE	30	Right_Arm	2016
D_0_Bacteria.D_1_Proteobacteria.D_2_Gammaproteobacteria.D_3_Aeromonadales.D_4_Aeromonadaceae.D_5_Aeromonas	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	1.98944528057355	TRUE	31	Right_Arm	2016
D_0_Bacteria.D_1_Actinobacteria.D_2_Actinobacteria.D_3_Corynebacteriales.D_4_Corynebacteriaceae.D_5_uncultured.Corynebacterium.sp.	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	uncultured.Corynebacterium.sp.	1.75165088656402	TRUE	32	Right_Arm	2016
D_0_Bacteria.D_1_Proteobacteria.D_2_Gammaproteobacteria.D_3_Betaproteobacteriales.D_4_Burkholderiaceae.D_5_Undibacterium	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Undibacterium	1.89042736510051	TRUE	33	Right_Arm	2016
D_0_Bacteria.D_1_Proteobacteria.D_2_Gammaproteobacteria.D_3_Betaproteobacteriales.D_4_Chromobacteriaceae.D_5_Aquitalea	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Chromobacteriaceae	Aquitalea	1.54162675003297	TRUE	34	Right_Arm	2016
