Taxa	Domain	Phylum	Class	Order	Family	Genus	LR	Flag	No	BodySite	Year
D_0_Bacteria.D_1_Actinobacteria.D_2_Actinobacteria.D_3_Pseudonocardiales.D_4_Pseudonocardiaceae.D_5_	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae		2.43053534663792	TRUE	33	Right_Hand	2015
D_0_Bacteria.D_1_Proteobacteria.D_2_Gammaproteobacteria.D_3_Xanthomonadales.D_4_Xanthomonadaceae.D_5_Lysobacter	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	1.56908633030837	TRUE	34	Right_Hand	2015
D_0_Bacteria.D_1_Actinobacteria.D_2_Actinobacteria.D_3_Kineosporiales.D_4_Kineosporiaceae.D_5_	Bacteria	Actinobacteria	Actinobacteria	Kineosporiales	Kineosporiaceae		2.87333757929053	TRUE	35	Right_Hand	2015
D_0_Bacteria.D_1_Cyanobacteria.D_2_Oxyphotobacteria.D_3_Nostocales.D_4_Chroococcidiopsaceae.D_5_Chroococcidiopsis.PCC.7203	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Chroococcidiopsaceae	Chroococcidiopsis.PCC.7203	3.71001884119595	TRUE	36	Right_Hand	2015
D_0_Bacteria.D_1_Gemmatimonadetes.D_2_Gemmatimonadetes.D_3_Gemmatimonadales.D_4_Gemmatimonadaceae.D_5_Gemmatirosa	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatirosa	2.56114238308841	TRUE	37	Right_Hand	2015
D_0_Bacteria.D_1_Actinobacteria.D_2_Rubrobacteria.D_3_Rubrobacterales.D_4_Rubrobacteriaceae.D_5_Rubrobacter	Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	2.88206602464478	TRUE	38	Right_Hand	2015
D_0_Bacteria.D_1_Actinobacteria.D_2_Thermoleophilia.D_3_Gaiellales.D_4_uncultured.D_5_	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	uncultured		1.65274188863715	TRUE	39	Right_Hand	2015
D_0_Bacteria.D_1_Actinobacteria.D_2_Thermoleophilia.D_3_Solirubrobacterales.D_4_67.14.D_5_	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67.14		1.66753564754673	TRUE	40	Right_Hand	2015
D_0_Bacteria.D_1_Actinobacteria.D_2_Thermoleophilia.D_3_Solirubrobacterales.D_4_Solirubrobacteraceae.D_5_Solirubrobacter	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	2.39550803805633	TRUE	41	Right_Hand	2015
D_0_Bacteria.D_1_Proteobacteria.D_2_Alphaproteobacteria.D_3_Rhizobiales.D_4_Beijerinckiaceae.D_5_Microvirga	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga	1.57179046569356	TRUE	42	Right_Hand	2015
D_0_Bacteria.D_1_Chloroflexi.D_2_Chloroflexia.D_3_Chloroflexales.D_4_Roseiflexaceae.D_5_uncultured	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	uncultured	1.93275100880506	TRUE	43	Right_Hand	2015
D_0_Bacteria.D_1_Chloroflexi.D_2_Ktedonobacteria.D_3_C0119.D_4_uncultured.Chloroflexi.bacterium.D_5_uncultured.Chloroflexi.bacterium	Bacteria	Chloroflexi	Ktedonobacteria	C0119	uncultured.Chloroflexi.bacterium	uncultured.Chloroflexi.bacterium	1.72276276492322	TRUE	44	Right_Hand	2015
D_0_Bacteria.D_1_Proteobacteria.D_2_Deltaproteobacteria.D_3_Myxococcales.D_4_Haliangiaceae.D_5_Haliangium	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	1.51871764989968	TRUE	45	Right_Hand	2015
D_0_Bacteria.D_1_Cyanobacteria.D_2_Oxyphotobacteria.D_3_Nostocales.D_4_Coleofasciculaceae.D_5_uncultured	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	uncultured	1.9177534496218	TRUE	46	Right_Hand	2015
D_0_Bacteria.D_1_Proteobacteria.D_2_Alphaproteobacteria.D_3_Acetobacterales.D_4_Acetobacteraceae.D_5_Acidiphilium	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidiphilium	1.47597083982028	TRUE	47	Right_Hand	2015
D_0_Bacteria.D_1_Chloroflexi.D_2_KD4.96.D_3_.D_4_.D_5_	Bacteria	Chloroflexi	KD4.96				1.53893107566002	TRUE	48	Right_Hand	2015
D_0_Bacteria.D_1_Chloroflexi.D_2_Chloroflexia.D_3_Kallotenuales.D_4_AKIW781.D_5_uncultured.bacterium	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	uncultured.bacterium	2.4454771483253	TRUE	49	Right_Hand	2015
D_0_Bacteria.D_1_Cyanobacteria.D_2_Oxyphotobacteria.D_3_Oxyphotobacteria.Incertae.Sedis.D_4_Unknown.Family.D_5_	Bacteria	Cyanobacteria	Oxyphotobacteria	Oxyphotobacteria.Incertae.Sedis	Unknown.Family		2.03047374606892	TRUE	50	Right_Hand	2015
D_0_Bacteria.D_1_Cyanobacteria.D_2_Oxyphotobacteria.D_3_Oxyphotobacteria.Incertae.Sedis.D_4_Unknown.Family.D_5_Leptolyngbya.ANT.L52.2	Bacteria	Cyanobacteria	Oxyphotobacteria	Oxyphotobacteria.Incertae.Sedis	Unknown.Family	Leptolyngbya.ANT.L52.2	1.43233564573236	TRUE	51	Right_Hand	2015
D_0_Bacteria.D_1_Cyanobacteria.D_2_Oxyphotobacteria.D_3_Nostocales.D_4_Nostocaceae.D_5_Scytonema.PCC.7110	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	Scytonema.PCC.7110	1.7867426947111	TRUE	52	Right_Hand	2015
D_0_Bacteria.D_1_Cyanobacteria.D_2_Oxyphotobacteria.D_3_Leptolyngbyales.D_4_Leptolyngbyaceae.D_5_Leptolyngbya.PCC.6306	Bacteria	Cyanobacteria	Oxyphotobacteria	Leptolyngbyales	Leptolyngbyaceae	Leptolyngbya.PCC.6306	1.55316018138143	TRUE	53	Right_Hand	2015
D_0_Bacteria.D_1_Proteobacteria.D_2_Alphaproteobacteria.D_3_Tistrellales.D_4_Geminicoccaceae.D_5_Candidatus.Alysiosphaera	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Candidatus.Alysiosphaera	1.33358309277828	TRUE	54	Right_Hand	2015
D_0_Bacteria.D_1_Actinobacteria.D_2_Thermoleophilia.D_3_Gaiellales.D_4_uncultured.D_5_bacterium.Ellin6515	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	uncultured	bacterium.Ellin6515	1.32799376064731	TRUE	55	Right_Hand	2015
D_0_Bacteria.D_1_Proteobacteria.D_2_Deltaproteobacteria.D_3_Myxococcales.D_4_Archangiaceae.D_5_Anaeromyxobacter	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Anaeromyxobacter	1.54808815294132	TRUE	56	Right_Hand	2015
D_0_Bacteria.D_1_Acidobacteria.D_2_Blastocatellia..Subgroup.4..D_3_Blastocatellales.D_4_Blastocatellaceae.D_5_	Bacteria	Acidobacteria	Blastocatellia..Subgroup.4.	Blastocatellales	Blastocatellaceae		1.49996021250599	TRUE	57	Right_Hand	2015
D_0_Bacteria.D_1_Cyanobacteria.D_2_Oxyphotobacteria.D_3_Nostocales.D_4_Chroococcidiopsaceae.D_5_Chlorogloea.SAG.10.99	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Chroococcidiopsaceae	Chlorogloea.SAG.10.99	1.96374199892268	TRUE	58	Right_Hand	2015
D_0_Bacteria.D_1_Chloroflexi.D_2_Ktedonobacteria.D_3_C0119.D_4_uncultured.bacterium.D_5_uncultured.bacterium	Bacteria	Chloroflexi	Ktedonobacteria	C0119	uncultured.bacterium	uncultured.bacterium	1.50143297020269	TRUE	59	Right_Hand	2015
D_0_Bacteria.D_1_Chloroflexi.D_2_Chloroflexia.D_3_Kallotenuales.D_4_AKIW781.D_5_	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781		1.4234044869409	TRUE	60	Right_Hand	2015
D_0_Bacteria.D_1_Actinobacteria.D_2_Actinobacteria.D_3_Corynebacteriales.D_4_Corynebacteriaceae.D_5_uncultured.Corynebacterium.sp.	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	uncultured.Corynebacterium.sp.	3.14423828766325	TRUE	61	Right_Hand	2015
D_0_Bacteria.D_1_Actinobacteria.D_2_Actinobacteria.D_3_Pseudonocardiales.D_4_Pseudonocardiaceae.D_5_Saccharopolyspora	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharopolyspora	3.18433435835826	TRUE	62	Right_Hand	2015
D_0_Bacteria.D_1_Firmicutes.D_2_Bacilli.D_3_Bacillales.D_4_Bacillaceae.D_5_Marinococcus	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Marinococcus	1.75464697780773	TRUE	63	Right_Hand	2015
D_0_Bacteria.D_1_Actinobacteria.D_2_Actinobacteria.D_3_Micrococcales.D_4_Dermatophilaceae.D_5_Mobilicoccus	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Dermatophilaceae	Mobilicoccus	1.83340731392497	TRUE	64	Right_Hand	2015
D_0_Bacteria.D_1_Proteobacteria.D_2_Alphaproteobacteria.D_3_Rickettsiales.D_4_Mitochondria.D_5_Syzygium.luehmannii	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Syzygium.luehmannii	1.7963689431393	TRUE	65	Right_Hand	2015
D_0_Bacteria.D_1_Proteobacteria.D_2_Gammaproteobacteria.D_3_Xanthomonadales.D_4_Xanthomonadaceae.D_5_Luteimonas	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteimonas	-1.51668900333756	FALSE	66	Right_Hand	2015
D_0_Bacteria.D_1_Firmicutes.D_2_Bacilli.D_3_Bacillales.D_4_Bacillaceae.D_5_Aeribacillus	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Aeribacillus	-2.03684313550613	FALSE	67	Right_Hand	2015
D_0_Bacteria.D_1_Deinococcus.Thermus.D_2_Deinococci.D_3_Thermales.D_4_Thermaceae.D_5_Thermus	Bacteria	Deinococcus.Thermus	Deinococci	Thermales	Thermaceae	Thermus	-1.20735054094994	FALSE	68	Right_Hand	2015
D_0_Bacteria.D_1_Firmicutes.D_2_Clostridia.D_3_Thermoanaerobacterales.D_4_Family.III.D_5_Thermoanaerobacterium	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Family.III	Thermoanaerobacterium	-0.768287203881085	FALSE	69	Right_Hand	2015
D_0_Bacteria.D_1_Firmicutes.D_2_Bacilli.D_3_Lactobacillales.D_4_Carnobacteriaceae.D_5_	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae		-1.95382922425036	FALSE	70	Right_Hand	2015
D_0_Bacteria.D_1_Firmicutes.D_2_Bacilli.D_3_Lactobacillales.D_4_Aerococcaceae.D_5_Facklamia	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Facklamia	-1.42647900202351	FALSE	71	Right_Hand	2015
D_0_Bacteria.D_1_Actinobacteria.D_2_Actinobacteria.D_3_Propionibacteriales.D_4_Propionibacteriaceae.D_5_	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae		-2.12551568001642	FALSE	72	Right_Hand	2015
D_0_Bacteria.D_1_Planctomycetes.D_2_Planctomycetacia.D_3_Planctomycetales.D_4_uncultured.D_5_uncultured.Planctomyces.sp.	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	uncultured	uncultured.Planctomyces.sp.	-1.03408778250973	FALSE	73	Right_Hand	2015
D_0_Bacteria.D_1_Bacteroidetes.D_2_Bacteroidia.D_3_Sphingobacteriales.D_4_Sphingobacteriaceae.D_5_Olivibacter	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Olivibacter	-1.37668298257854	FALSE	74	Right_Hand	2015
D_0_Bacteria.D_1_Actinobacteria.D_2_Actinobacteria.D_3_Micromonosporales.D_4_Micromonosporaceae.D_5_Stackebrandtia	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Stackebrandtia	-1.45778904063547	FALSE	75	Right_Hand	2015
D_0_Bacteria.D_1_Actinobacteria.D_2_Actinobacteria.D_3_Glycomycetales.D_4_Glycomycetaceae.D_5_Glycomyces	Bacteria	Actinobacteria	Actinobacteria	Glycomycetales	Glycomycetaceae	Glycomyces	-1.14285935496828	FALSE	76	Right_Hand	2015
D_0_Bacteria.D_1_Actinobacteria.D_2_Actinobacteria.D_3_Frankiales.D_4_Geodermatophilaceae.D_5_Antricoccus	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Geodermatophilaceae	Antricoccus	-0.731759613939465	FALSE	77	Right_Hand	2015
D_0_Bacteria.D_1_Firmicutes.D_2_Clostridia.D_3_Clostridiales.D_4_Peptostreptococcaceae.D_5_Peptostreptococcus	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus	-1.4247783365748	FALSE	78	Right_Hand	2015
D_0_Bacteria.D_1_Spirochaetes.D_2_Spirochaetia.D_3_Spirochaetales.D_4_Spirochaetaceae.D_5_Treponema.2	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema.2	-1.39447418797027	FALSE	79	Right_Hand	2015
D_0_Bacteria.D_1_Firmicutes.D_2_Clostridia.D_3_Clostridiales.D_4_Family.XI.D_5_Parvimonas	Bacteria	Firmicutes	Clostridia	Clostridiales	Family.XI	Parvimonas	-0.86166293498243	FALSE	80	Right_Hand	2015
D_0_Bacteria.D_1_Firmicutes.D_2_Clostridia.D_3_Clostridiales.D_4_Peptococcaceae.D_5_Peptococcus	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Peptococcus	-0.93014895503402	FALSE	81	Right_Hand	2015
D_0_Bacteria.D_1_Firmicutes.D_2_Clostridia.D_3_Clostridiales.D_4_Lachnospiraceae.D_5_Catonella	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Catonella	-0.731091564032155	FALSE	82	Right_Hand	2015
D_0_Bacteria.D_1_Firmicutes.D_2_Clostridia.D_3_Clostridiales.D_4_Family.XIII.D_5_Mogibacterium	Bacteria	Firmicutes	Clostridia	Clostridiales	Family.XIII	Mogibacterium	-0.659141355847853	FALSE	83	Right_Hand	2015
D_0_Bacteria.D_1_Firmicutes.D_2_Clostridia.D_3_Clostridiales.D_4_Family.XIII.D_5_.Eubacterium..nodatum.group	Bacteria	Firmicutes	Clostridia	Clostridiales	Family.XIII	.Eubacterium..nodatum.group	-0.761370710800062	FALSE	84	Right_Hand	2015
D_0_Bacteria.D_1_Firmicutes.D_2_Negativicutes.D_3_Selenomonadales.D_4_Veillonellaceae.D_5_Selenomonas	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas	-0.623388818781865	FALSE	85	Right_Hand	2015
D_0_Bacteria.D_1_Proteobacteria.D_2_Gammaproteobacteria.D_3_Pasteurellales.D_4_Pasteurellaceae.D_5_	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae		-1.35355875974902	FALSE	86	Right_Hand	2015
D_0_Bacteria.D_1_Firmicutes.D_2_Bacilli.D_3_Lactobacillales.D_4_Enterococcaceae.D_5_Enterococcus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	-1.18776223857966	FALSE	87	Right_Hand	2015
D_0_Bacteria.D_1_Proteobacteria.D_2_Alphaproteobacteria.D_3_Acetobacterales.D_4_Acetobacteraceae.D_5_Acetobacter	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acetobacter	-0.964549510840668	FALSE	88	Right_Hand	2015
